population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,New York,Both,15-19 years,Depressive disorders,Percent,1991,0.045276354229051,0.0580301108998176,0.0355174336652244
All Population,Prevalence,New York,Both,20-24 years,Depressive disorders,Percent,1991,0.0472296250307662,0.0601600208049218,0.0386351076052931
All Population,Prevalence,New York,Both,25-29 years,Depressive disorders,Percent,1991,0.0485421493820354,0.0592205319211941,0.0396720875996372
All Population,Prevalence,New York,Both,30-34 years,Depressive disorders,Percent,1991,0.0493360805753092,0.0597524027466863,0.0405599014810516
All Population,Prevalence,New York,Both,35-39 years,Depressive disorders,Percent,1991,0.0493597479698463,0.0588089387347379,0.0409035463625766
All Population,Prevalence,New York,Both,40-44 years,Depressive disorders,Percent,1991,0.0491620613325494,0.0592178185011185,0.0399047041321241
All Population,Prevalence,New York,Both,45-49 years,Depressive disorders,Percent,1991,0.0477086691189314,0.0563840848160563,0.0387485848745542
All Population,Prevalence,New York,Both,50-54 years,Depressive disorders,Percent,1991,0.0447373472737925,0.0536926132810276,0.0365041238623114
All Population,Prevalence,New York,Both,55-59 years,Depressive disorders,Percent,1991,0.0415230016523536,0.0487232643562535,0.0347427280341471
All Population,Prevalence,New York,Both,60-64 years,Depressive disorders,Percent,1991,0.0387041167578432,0.0460324193664972,0.0320687703651547
All Population,Prevalence,New York,Both,65-69 years,Depressive disorders,Percent,1991,0.0372705364469242,0.0436706988112637,0.0309056962989694
All Population,Prevalence,New York,Both,70-74 years,Depressive disorders,Percent,1991,0.0360684184124171,0.0421831895831544,0.0300713125180328
All Population,Prevalence,New York,Both,75-79 years,Depressive disorders,Percent,1991,0.0358246311502854,0.0423454985552769,0.0299719738766133
All Population,Prevalence,New York,Both,80+ years,Depressive disorders,Percent,1991,0.0361419017298055,0.0430585484296873,0.0300276927486933
All Population,Prevalence,New York,Both,<5 years,Anxiety disorders,Percent,1991,0.0008814426983736,0.0014484348944945,0.000393557339904
All Population,Prevalence,New York,Both,5-9 years,Anxiety disorders,Percent,1991,0.0155306971216373,0.0224101682822662,0.0089238345042873
All Population,Prevalence,New York,Both,10-14 years,Anxiety disorders,Percent,1991,0.0285718073169436,0.0379358573681732,0.0214960381384087
All Population,Prevalence,New York,Both,15-19 years,Anxiety disorders,Percent,1991,0.0622905574417451,0.0797262054210159,0.0489391632300661
All Population,Prevalence,New York,Both,20-24 years,Anxiety disorders,Percent,1991,0.0865378042933847,0.1014242313039235,0.0727794360426739
All Population,Prevalence,New York,Both,25-29 years,Anxiety disorders,Percent,1991,0.0917877421659786,0.105410753661877,0.0804818555856591
All Population,Prevalence,New York,Both,30-34 years,Anxiety disorders,Percent,1991,0.0888190163773435,0.1017980756234297,0.0766267232097693
All Population,Prevalence,New York,Both,35-39 years,Anxiety disorders,Percent,1991,0.0854041438315316,0.1012606785803033,0.0745222703323947
All Population,Prevalence,New York,Both,40-44 years,Anxiety disorders,Percent,1991,0.0828911564517558,0.0993742399257502,0.0703683959530289
All Population,Prevalence,New York,Both,45-49 years,Anxiety disorders,Percent,1991,0.080864839166079,0.0957344427497912,0.0661391888735357
All Population,Prevalence,New York,Both,50-54 years,Anxiety disorders,Percent,1991,0.0777346631850596,0.0952140658946351,0.0653772135400359
All Population,Prevalence,New York,Both,55-59 years,Anxiety disorders,Percent,1991,0.0711789175768966,0.0841034051878158,0.0568201614553292
All Population,Prevalence,New York,Both,60-64 years,Anxiety disorders,Percent,1991,0.0641616790004315,0.0775151495195831,0.0531167926283747
All Population,Prevalence,New York,Both,65-69 years,Anxiety disorders,Percent,1991,0.0598996387363729,0.071373628088061,0.0493608783624836
All Population,Prevalence,New York,Both,70-74 years,Anxiety disorders,Percent,1991,0.0566369347745104,0.0683470110171888,0.0456464370325713
All Population,Prevalence,New York,Both,75-79 years,Anxiety disorders,Percent,1991,0.0546968015435289,0.0710859617963961,0.0424426431833784
All Population,Prevalence,New York,Both,80+ years,Anxiety disorders,Percent,1991,0.053294091371606,0.0679721768784186,0.0393501350328623
All Population,Prevalence,New York,Both,<5 years,Diabetes mellitus type 1,Percent,1991,0.0001964225561209,0.0003376571841792,0.0001081604590028
All Population,Prevalence,New York,Both,5-9 years,Diabetes mellitus type 1,Percent,1991,0.001073751843338,0.001730785784278,0.000657398493336
All Population,Prevalence,New York,Both,10-14 years,Diabetes mellitus type 1,Percent,1991,0.0021238894693858,0.0028830029011085,0.0014814667355184
All Population,Prevalence,New York,Both,15-19 years,Diabetes mellitus type 1,Percent,1991,0.0028134877116048,0.0036582879420707,0.0021756562241851
All Population,Prevalence,New York,Both,20-24 years,Diabetes mellitus type 1,Percent,1991,0.0034388497249069,0.004827417203445,0.0026512693478543
All Population,Prevalence,New York,Both,25-29 years,Diabetes mellitus type 1,Percent,1991,0.0039694905257129,0.0054843922536754,0.0030085171143964
All Population,Prevalence,New York,Both,30-34 years,Diabetes mellitus type 1,Percent,1991,0.0043920270392847,0.0058626805804288,0.0033659545934282
All Population,Prevalence,New York,Both,35-39 years,Diabetes mellitus type 1,Percent,1991,0.0046724136517619,0.0059294446541447,0.003613653311986
All Population,Prevalence,New York,Both,40-44 years,Diabetes mellitus type 1,Percent,1991,0.004808429287326,0.0061427000048372,0.0037401090528519
All Population,Prevalence,New York,Both,45-49 years,Diabetes mellitus type 1,Percent,1991,0.0048179167831412,0.0062052883251575,0.0036280095700685
All Population,Prevalence,New York,Both,50-54 years,Diabetes mellitus type 1,Percent,1991,0.0047164660021875,0.0061183541169424,0.0034893271847308
All Population,Prevalence,New York,Both,55-59 years,Diabetes mellitus type 1,Percent,1991,0.004481912175771,0.0058318955939605,0.0033856956000199
All Population,Prevalence,New York,Both,60-64 years,Diabetes mellitus type 1,Percent,1991,0.0041446496036087,0.0054496722393603,0.002999744003273
All Population,Prevalence,New York,Both,65-69 years,Diabetes mellitus type 1,Percent,1991,0.0037405205643744,0.0052470905248878,0.002724686653142
All Population,Prevalence,New York,Both,70-74 years,Diabetes mellitus type 1,Percent,1991,0.0033184704696736,0.004964114793335,0.0022374485971666
All Population,Prevalence,New York,Both,75-79 years,Diabetes mellitus type 1,Percent,1991,0.0028841851611277,0.0044279386237599,0.0019253946134053
All Population,Prevalence,New York,Both,80+ years,Diabetes mellitus type 1,Percent,1991,0.0022587900582711,0.0036843026487321,0.0013833268846557
All Population,Prevalence,New York,Both,<5 years,Diabetes mellitus type 2,Percent,1991,0.0,0.0,0.0
All Population,Prevalence,New York,Both,5-9 years,Diabetes mellitus type 2,Percent,1991,0.0,0.0,0.0
All Population,Prevalence,New York,Both,10-14 years,Diabetes mellitus type 2,Percent,1991,0.0,0.0,0.0
All Population,Prevalence,New York,Both,15-19 years,Diabetes mellitus type 2,Percent,1991,0.0044035090094439,0.0064266419989047,0.0027191468566294
All Population,Prevalence,New York,Both,20-24 years,Diabetes mellitus type 2,Percent,1991,0.0067396274148077,0.0090199370133475,0.0047917477888773
All Population,Prevalence,New York,Both,25-29 years,Diabetes mellitus type 2,Percent,1991,0.009583339954629,0.0123415298634099,0.0071629091310166
All Population,Prevalence,New York,Both,30-34 years,Diabetes mellitus type 2,Percent,1991,0.0145502161876876,0.0180109832681404,0.0112392563496228
All Population,Prevalence,New York,Both,35-39 years,Diabetes mellitus type 2,Percent,1991,0.0232274091970565,0.0282844716641706,0.0186953834015337
All Population,Prevalence,New York,Both,40-44 years,Diabetes mellitus type 2,Percent,1991,0.0381918511713489,0.0474773953166332,0.0315399505302568
All Population,Prevalence,New York,Both,45-49 years,Diabetes mellitus type 2,Percent,1991,0.0679969971103723,0.0790906524749056,0.0577655938077132
All Population,Prevalence,New York,Both,50-54 years,Diabetes mellitus type 2,Percent,1991,0.1085799087794709,0.126318339619781,0.0906259281013347
All Population,Prevalence,New York,Both,55-59 years,Diabetes mellitus type 2,Percent,1991,0.1406489542210792,0.1613532183611085,0.1206860145574709
All Population,Prevalence,New York,Both,60-64 years,Diabetes mellitus type 2,Percent,1991,0.1615647834998056,0.1829681724512297,0.1405977366068728
All Population,Prevalence,New York,Both,65-69 years,Diabetes mellitus type 2,Percent,1991,0.1738012542390619,0.1954743963656017,0.1520560393720902
All Population,Prevalence,New York,Both,70-74 years,Diabetes mellitus type 2,Percent,1991,0.1793015850381778,0.1993782755868191,0.1584370070051317
All Population,Prevalence,New York,Both,75-79 years,Diabetes mellitus type 2,Percent,1991,0.1791148585051038,0.1997397489132344,0.1583777736275286
All Population,Prevalence,New York,Both,80+ years,Diabetes mellitus type 2,Percent,1991,0.1657986658015892,0.1878135231232885,0.1447747660944985
All Population,Prevalence,New York,Both,<5 years,Chronic kidney disease,Percent,1992,0.0004145334074278,0.000530758365385,0.0003182460344147
All Population,Prevalence,New York,Both,5-9 years,Chronic kidney disease,Percent,1992,0.0023569708417361,0.0032191301388613,0.0017084572366635
All Population,Prevalence,New York,Both,10-14 years,Chronic kidney disease,Percent,1992,0.0124349500817846,0.0159155317195449,0.0094177397989483
All Population,Prevalence,New York,Both,15-19 years,Chronic kidney disease,Percent,1992,0.0313387081676632,0.0405305061546693,0.0237374283882283
All Population,Prevalence,New York,Both,20-24 years,Chronic kidney disease,Percent,1992,0.0454701356934025,0.0580467065809765,0.0361788861939746
All Population,Prevalence,New York,Both,25-29 years,Chronic kidney disease,Percent,1992,0.0494827189377567,0.0628651306831631,0.0382217283351132
All Population,Prevalence,New York,Both,30-34 years,Chronic kidney disease,Percent,1992,0.054672992283768,0.0695113563696207,0.0422725132141995
All Population,Prevalence,New York,Both,35-39 years,Chronic kidney disease,Percent,1992,0.0611425219946029,0.0758737664876366,0.0474477229165178
All Population,Prevalence,New York,Both,40-44 years,Chronic kidney disease,Percent,1992,0.0656707391785204,0.0826911387444626,0.0532538758737572
All Population,Prevalence,New York,Both,45-49 years,Chronic kidney disease,Percent,1992,0.0744474421002469,0.0900536601796637,0.0598670768292033
All Population,Prevalence,New York,Both,50-54 years,Chronic kidney disease,Percent,1992,0.0928734112739206,0.1118843958776038,0.0753267587254792
All Population,Prevalence,New York,Both,55-59 years,Chronic kidney disease,Percent,1992,0.1188850293082231,0.1424607712842965,0.0973765855692866
All Population,Prevalence,New York,Both,60-64 years,Chronic kidney disease,Percent,1992,0.1606619453314329,0.1907787929971304,0.1337101211319261
All Population,Prevalence,New York,Both,65-69 years,Chronic kidney disease,Percent,1992,0.2354130226613927,0.2745693816659261,0.1978990166367905
All Population,Prevalence,New York,Both,70-74 years,Chronic kidney disease,Percent,1992,0.3305149117872982,0.3774661007921469,0.2855321781241245
All Population,Prevalence,New York,Both,75-79 years,Chronic kidney disease,Percent,1992,0.4334443217202128,0.4882879841072092,0.3787304775959604
All Population,Prevalence,New York,Both,80+ years,Chronic kidney disease,Percent,1992,0.5920912563776417,0.6489770646035308,0.5501808008381485
All Population,Prevalence,New York,Both,<5 years,HIV/AIDS,Percent,1992,0.0005660740243939,0.0008886110017762,0.0003499327261008
All Population,Prevalence,New York,Both,5-9 years,HIV/AIDS,Percent,1992,0.000125957931403,0.0001857973984117,8.00631259191e-05
All Population,Prevalence,New York,Both,10-14 years,HIV/AIDS,Percent,1992,8.2471897506e-06,1.2624562158e-05,5.0963335814e-06
All Population,Prevalence,New York,Both,15-19 years,HIV/AIDS,Percent,1992,0.0008005167916875,0.0012931538439632,0.0004249706048997
All Population,Prevalence,New York,Both,20-24 years,HIV/AIDS,Percent,1992,0.0052844661594074,0.0082362065123765,0.0030009415597677
All Population,Prevalence,New York,Both,25-29 years,HIV/AIDS,Percent,1992,0.0138985406647896,0.0204676141965479,0.0082525342073629
All Population,Prevalence,New York,Both,30-34 years,HIV/AIDS,Percent,1992,0.0211563635095424,0.0300594259369894,0.0137296976306435
All Population,Prevalence,New York,Both,35-39 years,HIV/AIDS,Percent,1992,0.0240479687177887,0.0338092722788238,0.0164989299890595
All Population,Prevalence,New York,Both,40-44 years,HIV/AIDS,Percent,1992,0.0192900166464314,0.0268262007888287,0.0137865536924405
All Population,Prevalence,New York,Both,45-49 years,HIV/AIDS,Percent,1992,0.0120180861687246,0.0161418468251634,0.0086592276039775
All Population,Prevalence,New York,Both,50-54 years,HIV/AIDS,Percent,1992,0.0068391393875411,0.008998395987193,0.0050359204917981
All Population,Prevalence,New York,Both,55-59 years,HIV/AIDS,Percent,1992,0.0043070255922494,0.0056815942119609,0.0031535936277354
All Population,Prevalence,New York,Both,60-64 years,HIV/AIDS,Percent,1992,0.0026137606018504,0.0036355918553062,0.0018526172494105
All Population,Prevalence,New York,Both,65-69 years,HIV/AIDS,Percent,1992,0.0014958398247888,0.00206737815837,0.0010802024734974
All Population,Prevalence,New York,Both,70-74 years,HIV/AIDS,Percent,1992,0.0007742908103788,0.0010430402634486,0.0005548417425836
All Population,Prevalence,New York,Both,75-79 years,HIV/AIDS,Percent,1992,0.0005664342658008,0.0007995917795108,0.0003782394967381
All Population,Prevalence,New York,Both,80+ years,HIV/AIDS,Percent,1992,0.0001695832255509,0.0002563552481015,0.0001080607881027
All Population,Prevalence,New York,Both,<5 years,Alcohol use disorders,Percent,1992,0.0006973188731189,0.0010096570205927,0.0004209534828424
All Population,Prevalence,New York,Both,5-9 years,Alcohol use disorders,Percent,1992,0.0005877763838689,0.0008585721462564,0.0003542082943589
All Population,Prevalence,New York,Both,10-14 years,Alcohol use disorders,Percent,1992,0.0028747151296069,0.0041146608730836,0.0017544042462265
All Population,Prevalence,New York,Both,15-19 years,Alcohol use disorders,Percent,1992,0.0254533578301317,0.0348366876729895,0.0181102968692333
All Population,Prevalence,New York,Both,20-24 years,Alcohol use disorders,Percent,1992,0.0596737078460174,0.0807083596139912,0.0416063953884855
All Population,Prevalence,New York,Both,25-29 years,Alcohol use disorders,Percent,1992,0.0576584590365392,0.0747873801808645,0.0437269374273251
All Population,Prevalence,New York,Both,30-34 years,Alcohol use disorders,Percent,1992,0.0495942022874794,0.0656696457573085,0.0340444532330757
All Population,Prevalence,New York,Both,35-39 years,Alcohol use disorders,Percent,1992,0.046064212276433,0.0591663263807561,0.0340160988497792
All Population,Prevalence,New York,Both,40-44 years,Alcohol use disorders,Percent,1992,0.0420559963803512,0.0557166285940362,0.0298527730865658
All Population,Prevalence,New York,Both,45-49 years,Alcohol use disorders,Percent,1992,0.035517743722288,0.0445399664170061,0.0274436112001723
All Population,Prevalence,New York,Both,50-54 years,Alcohol use disorders,Percent,1992,0.029090742910551,0.0383066919751055,0.021187171183059
All Population,Prevalence,New York,Both,55-59 years,Alcohol use disorders,Percent,1992,0.0244458858350658,0.0305798377748518,0.0190560136657347
All Population,Prevalence,New York,Both,60-64 years,Alcohol use disorders,Percent,1992,0.0201740077160645,0.0271990694615968,0.0143845766570617
All Population,Prevalence,New York,Both,65-69 years,Alcohol use disorders,Percent,1992,0.0160415374072311,0.0207224926375864,0.0121972337183416
