Age,Year,BipolarDisorder_male,BipolarDisorder_female,NeonatalEncephalopathy_male,NeonatalEncephalopathy_female,Obesity_male,Obesity_female,CongenitalMusculoskeletal_male,CongenitalMusculoskeletal_female,PTSD_male,PTSD_female,AlcoholUseDisorder_male,AlcoholUseDisorder_female,Hypertension_male,Hypertension_female,ChronicKidneyDisease_male,ChronicKidneyDisease_female,CongenitalHeartAnomalies_male,CongenitalHeartAnomalies_female,NeuralTubeDefects_male,NeuralTubeDefects_female,TobaccoUse_male,TobaccoUse_female,ColorectalCancer_male,ColorectalCancer_female,COPD_male,COPD_female,BreastCancer_male,BreastCancer_female,AlzheimersDisease_male,AlzheimersDisease_female,CardiovascularDiseases_male,CardiovascularDiseases_female,ParkinsonsDisease_male,ParkinsonsDisease_female,DownSyndrome_male,DownSyndrome_female,EsophagealCancer_male,EsophagealCancer_female,Dementia_male,Dementia_female,DrugUseDisorder_male,DrugUseDisorder_female,COVID19_male,COVID19_female,Tuberculosis_male,Tuberculosis_female,RoadInjuries_male,RoadInjuries_female,ChromosomalAbnormalities_male,ChromosomalAbnormalities_female,NeonatalJaundice_male,NeonatalJaundice_female,Type2Diabetes_male,Type2Diabetes_female,ProstateCancer_male,ProstateCancer_female,DiarrhealDiseases_male,DiarrhealDiseases_female,Type1Diabetes_male,Type1Diabetes_female,LowerRespiratoryInfections_male,LowerRespiratoryInfections_female,MaternalConditions_male,MaternalConditions_female,DigestiveCongenitalAnomalies_male,DigestiveCongenitalAnomalies_female,Hyperlipidemia_male,Hyperlipidemia_female,AnxietyDisorder_male,AnxietyDisorder_female,InterpersonalViolence_male,InterpersonalViolence_female,SelfHarm_male,SelfHarm_female,NeonatalPretermBirth_male,NeonatalPretermBirth_female,NeonatalSepsis_male,NeonatalSepsis_female,LungCancer_male,LungCancer_female,Flu_male,Flu_female,Asthma_male,Asthma_female,ChronicLiverDisease_male,ChronicLiverDisease_female,ProteinEnergyMalnutrition_male,ProteinEnergyMalnutrition_female,HPV_male,HPV_female,MajorDepressiveDisorder_male,MajorDepressiveDisorder_female,CervicalCancer_male,CervicalCancer_female,AcuteHepatitis_male,AcuteHepatitis_female
15,2015,0.004273565,0.004381819,0.001360993,0.001006214,,,0.002297467,0.002407418,,,0.011137474,0.002901991,,,0.042886898,0.04247854,0.001981635,0.002561885,0.00015785,0.000165696,,,5.86E-06,2.15E-05,0.002832176,0.002436919,3.69E-06,4.36E-05,0,0,0.021103832,0.021310933,0,0,0.000457958,0.000415065,0,0,,,0.017281042,0.006342872,0,0,0.299408689,0.250769583,0.008234366,0.004651148,0.000926405,0.000636216,0.000961791,0.00101596,0.013627012,0.010610774,0,0,0.023358508,0.013769756,0.000158216,0.000154405,0.00031216,0.00030575,0,0.002983103,0.00033367,0.00049636,,,0.043549875,0.059988894,0.02830352,0.047285461,0.000443971,0.000473454,0.008448194,0.005765603,0.002205038,0.001820857,5.21E-07,1.29E-06,,,0.039870681,0.051748427,0.091106371,0.0618402,0.001805663,0.001392607,,,0.0296317,0.03557786,,0.000721613,0.0013413,0.000726644
20,2015,0.00587772,0.006104079,0.001226874,0.000917539,,,0.001495493,0.001554143,,,0.035441645,0.00666279,,,0.066584304,0.066661071,0.001813996,0.002414651,0.00013128,0.000136694,,,1.81E-05,7.72E-05,0.0047184,0.003899763,7.71E-06,0.000319644,0,0,0.027802569,0.031238215,2.80E-06,1.14E-06,0.000394464,0.000358781,4.35E-06,6.51E-06,,,0.02308602,0.013305195,0,0,0.317019837,0.262616414,0.016096051,0.006544479,0.000613419,0.000700503,0.000839644,0.000890789,0.022408911,0.015859378,1.10E-05,0,0.020847948,0.010534455,0.000171571,0.000168502,0.000358451,0.000332852,0,0.004968609,0.000259777,0.000383925,,,0.037599743,0.052732127,0.051588165,0.058575463,0.00129965,0.001104502,0.007914074,0.005386006,0.001991536,0.001659018,1.29E-06,4.15E-06,,,0.021136581,0.033108639,0.249794466,0.177405712,0.002051276,0.001573584,,,0.02733537,0.033652674,,0.005430579,0.004635887,0.002418488
25,2015,0.006363677,0.006661565,0.001125498,0.000843439,,,0.001303826,0.001355272,,,0.053514059,0.008403618,,,0.079618947,0.080060083,0.001731918,0.002302024,0.00010495,0.000104709,,,6.16E-05,0.000104071,0.006818546,0.00560854,3.03E-05,0.000793253,0,0,0.034831711,0.041194668,1.90E-05,7.79E-06,0.000271837,0.00023023,1.40E-05,9.41E-06,,,0.019481109,0.014032097,0,0,0.31975398,0.254648477,0.02553721,0.00861741,0.000407186,0.000379282,0.000748104,0.000805576,0.031409687,0.02156412,2.21E-05,0,0.019792886,0.009874507,0.00019051,0.000188114,0.000480539,0.000421112,0,0.004685821,0.000215711,0.000317965,,,0.033985026,0.047606714,0.066282111,0.059752381,0.002253517,0.00167328,0.007650237,0.005192358,0.001818698,0.001505022,6.24E-06,6.87E-06,,,0.018038787,0.032401897,0.315951759,0.227526419,0.002317431,0.001769507,,,0.026407021,0.031058427,,0.008938168,0.005148482,0.002574862
30,2015,0.006441696,0.006770932,0.001028814,0.000771141,,,0.001272657,0.001328317,,,0.062931947,0.009090785,0.222671214,0.214457835,0.092371776,0.092867414,0.001687934,0.002236679,8.36E-05,8.09E-05,,,0.000123304,0.000289082,0.008896803,0.007425065,4.37E-05,0.003305042,0,0,0.042227452,0.050366779,5.18E-05,2.16E-05,0.000153878,0.000113006,3.56E-05,2.98E-05,,,0.012993394,0.010912639,0,0,0.331853673,0.268084836,0.036518267,0.01106464,0.00027775,0.000227976,0.000645058,0.000717162,0.041693439,0.028968775,3.17E-05,0,0.018855681,0.009263432,0.000210367,0.000208634,0.000602335,0.000509832,0,0.005088735,0.000187434,0.0002761,,,0.032242364,0.0449091,0.076458359,0.061774803,0.003214263,0.002204955,0.007311963,0.004884172,0.001653368,0.001351161,1.62E-05,2.30E-05,,,0.020509947,0.039576421,0.370422876,0.266817937,0.002599602,0.001974769,,,0.025828734,0.030170208,,0.026971978,0.004878889,0.002493467
35,2015,0.00664066,0.007015542,0.00089206,0.00068611,,,0.001253749,0.001311493,,,0.067002816,0.00930991,0.259129575,0.293317214,0.103680596,0.103627591,0.001680215,0.002164132,6.82E-05,6.38E-05,,,0.000105154,0.000425882,0.010870549,0.009295909,4.05E-05,0.005842936,0,0,0.051897519,0.060492402,0.000103844,4.42E-05,9.86E-05,6.51E-05,3.78E-05,5.07E-05,,,0.009757502,0.008154219,0,0,0.364394649,0.298755777,0.047928626,0.013615796,0.000199889,0.000153331,0.000539126,0.000616522,0.055497035,0.04075194,3.16E-05,0,0.017978818,0.008668597,0.000228273,0.000227084,0.000723408,0.00059805,0,0.004165094,0.000167087,0.000247192,,,0.031315005,0.043735212,0.080328626,0.059151003,0.00400956,0.002616299,0.007022936,0.004680235,0.001440737,0.001201978,1.81E-05,3.89E-05,,,0.025501984,0.047115256,0.40855124,0.298622319,0.002896376,0.002188039,,,0.025374601,0.029989643,,0.03447964,0.004719775,0.002405059
40,2015,0.006971326,0.007408338,0.000746328,0.000600963,,,0.001241279,0.001300105,,,0.06883589,0.009388767,0.307533605,0.385919021,0.112591877,0.112754575,0.001610374,0.002110971,5.54E-05,5.02E-05,,,0.000170063,0.000478125,0.014200848,0.01208526,6.73E-05,0.007597889,0.000156325,0.000182467,0.069272901,0.074995171,0.000182467,7.96E-05,7.44E-05,4.67E-05,0.000101638,0.000115999,,,0.008450423,0.006241592,0,0,0.383904377,0.316469297,0.059868706,0.016578361,0.000150845,0.00011374,0.000440084,0.000521345,0.073055782,0.056931298,0.000107778,0,0.017126512,0.008085762,0.000242583,0.000241805,0.000950192,0.000733941,0,0.002697737,0.000152329,0.000226829,,,0.030870312,0.04352562,0.084415839,0.056115018,0.004679086,0.003026715,0.006770283,0.004509468,0.001221675,0.001065304,4.40E-05,5.25E-05,,,0.031766866,0.054780258,0.440732824,0.323657438,0.003206348,0.002408935,,,0.025164613,0.029899226,,0.028058058,0.004539928,0.002244929
45,2015,0.00716545,0.007632932,0.000628337,0.000533153,,,0.001230075,0.00128928,,,0.066308038,0.00927155,0.365166551,0.482735952,0.126402256,0.127629577,0.001579041,0.002101835,4.53E-05,4.06E-05,,,0.000236182,0.000481821,0.02394372,0.018878529,8.96E-05,0.00696526,0.000990787,0.00116383,0.088871997,0.089347776,0.000315159,0.000141348,5.03E-05,3.00E-05,0.000195914,0.000146186,,,0.007716056,0.005868999,0,0,0.388381555,0.324129851,0.07075061,0.019617649,0.000107174,7.85E-05,0.000341661,0.000433163,0.094394035,0.076017483,0.000357725,0,0.016284581,0.007511457,0.000248693,0.000248244,0.001322526,0.000934445,0,0.001361613,0.000141619,0.000213243,,,0.031037864,0.04414074,0.088709765,0.051457522,0.005266766,0.003409065,0.00662576,0.00440746,0.001039472,0.000948905,8.15E-05,6.45E-05,,,0.036543292,0.059930228,0.472274549,0.348033006,0.003528024,0.002637679,,,0.025167762,0.030003226,,0.015282564,0.004201895,0.002058032
50,2015,0.007196015,0.007652909,0.000548181,0.000480316,,,0.001216049,0.001275702,,,0.060961159,0.009026037,0.427757292,0.572721726,0.152009294,0.155728353,0.001590316,0.002103835,3.70E-05,3.29E-05,,,0.000466865,0.000570674,0.03959674,0.030406322,0.000161333,0.007311188,0.002265689,0.00272293,0.110021388,0.105408445,0.000508234,0.000237313,2.62E-05,1.50E-05,0.000481198,0.000232067,,,0.007299453,0.006080911,0,0,0.388616398,0.333253897,0.081654711,0.023176293,6.33E-05,4.55E-05,0.000251206,0.000349855,0.121679824,0.099138371,0.001445841,0,0.015438779,0.006942573,0.000249478,0.000249284,0.001714723,0.001143575,0,0.000840947,0.000132692,0.000202085,,,0.031405294,0.044824191,0.090228426,0.044124927,0.006005641,0.003919115,0.006541572,0.00430598,0.000912973,0.000850954,0.000152072,8.88E-05,,,0.040347283,0.063148956,0.496144794,0.364466951,0.003861317,0.002874737,,,0.025195393,0.030208717,,0.011427883,0.00378927,0.001899252
55,2015,0.00707566,0.00749396,0.000500396,0.000439166,,,0.001178192,0.001240351,,,0.050613689,0.008425779,0.48983625,0.647013278,0.19323477,0.200568318,0.001554993,0.00202502,3.09E-05,2.80E-05,,,0.000553476,0.000505079,0.054746406,0.044077325,0.000217361,0.006389482,0.003841042,0.004809053,0.138134391,0.129762388,0.000802877,0.000401384,1.50E-05,8.18E-06,0.000723078,0.000246746,,,0.006893796,0.005185052,0,0,0.405096721,0.358357774,0.090081953,0.026264615,3.95E-05,2.83E-05,0.00017236,0.000274824,0.164469062,0.13286854,0.002885819,0,0.014577601,0.006376526,0.000246706,0.000246648,0.002126492,0.001360925,0,0.000278698,0.000124901,0.000192114,,,0.031807211,0.045073394,0.088648386,0.039592605,0.00662455,0.004358387,0.006504499,0.004235529,0.000836567,0.000774403,0.00023073,8.10E-05,,,0.043394999,0.064970596,0.523963429,0.388700625,0.004205931,0.003120134,,,0.025418928,0.030219792,,0.006289671,0.003366587,0.0017303
60,2015,0.006746591,0.007106005,0.00047003,0.000399416,,,0.001062375,0.001131418,,,0.040072906,0.007602693,0.546075986,0.703750866,0.256839831,0.268666942,0.001451859,0.00188116,2.53E-05,2.40E-05,,,0.000625842,0.000547352,0.070060615,0.058275864,0.000243963,0.006515408,0.006196549,0.008331292,0.174528424,0.166313639,0.00137519,0.000704567,9.88E-06,5.22E-06,0.00076045,0.000291513,,,0.006419867,0.003819231,0,0,0.436059161,0.395821433,0.096667362,0.029195953,2.66E-05,1.95E-05,0.000107838,0.000206129,0.218331157,0.175749478,0.006209019,0,0.013308917,0.006031989,0.000239446,0.000239553,0.002889956,0.001921176,0,0.00020797,0.000118093,0.000183212,,,0.032327746,0.045095851,0.088113481,0.038601256,0.007128079,0.004702681,0.006488189,0.004187826,0.000788613,0.000704651,0.00023286,9.15E-05,,,0.046258982,0.06541412,0.544881651,0.405720145,0.004562439,0.003374078,,,0.02552013,0.030289294,,0.005377838,0.003143118,0.00161438
65,2015,0.006153193,0.006453242,0.00044697,0.000346849,,,0.000843664,0.000914706,,,0.034218361,0.006423591,0.592195314,0.746295624,0.358209049,0.377053314,0.001507623,0.001816626,2.06E-05,2.01E-05,,,0.000530077,0.000513564,0.091705999,0.074133628,0.000258282,0.005499496,0.011018192,0.016191472,0.24122585,0.23289501,0.002831293,0.001381382,6.55E-06,3.39E-06,0.000619201,0.000267847,,,0.005618613,0.002951856,0,0,0.443213752,0.3985331,0.101161848,0.031685986,1.73E-05,1.34E-05,6.10E-05,0.000144629,0.270265648,0.223529525,0.007207153,0,0.011621714,0.006007006,0.000229562,0.000229709,0.004102296,0.002953529,0,0.000161344,0.000112184,0.000175289,,,0.033002483,0.045117596,0.089693738,0.038988486,0.007553261,0.00504598,0.006482087,0.004163202,0.000754383,0.000625174,0.000222939,8.33E-05,,,0.05011437,0.063734469,0.579906634,0.424064677,0.004931938,0.003637439,,,0.025675647,0.030419195,,0.0034824,0.002905006,0.001514103
70,2015,0.005362476,0.005607283,0.000436974,0.000310838,,,0.000612664,0.000666633,,,0.030192797,0.005302518,0.624836655,0.778132787,0.492246998,0.522009939,0.001578746,0.001823567,1.92E-05,1.89E-05,,,0.000464782,0.000464339,0.115931971,0.091830765,0.000273805,0.004748702,0.021216341,0.032913528,0.337763021,0.325706064,0.005306026,0.002659484,0,0,0.000597649,0.000253013,,,0.004556479,0.002473533,0,0,0.414311814,0.352448995,0.105108543,0.034366337,0,0,2.89E-05,9.16E-05,0.31074468,0.265671183,0.007257781,0,0.010035202,0.005988512,0.000218896,0.000219095,0.005353675,0.004049517,0,0.000127328,0.000107072,0.00016823,,,0.033639747,0.045090027,0.091221994,0.039434697,0.00780109,0.005221809,0.006479843,0.004152454,0.000740888,0.000579548,0.00020196,6.83E-05,,,0.053370462,0.060574949,0.59522491,0.441934016,0.005315574,0.003911465,,,0.025727695,0.030248605,,0.001917755,0.002638439,0.001423462
75,2015,0.004466239,0.004659382,0.000434698,0.000297282,,,0.000445851,0.000486068,,,0.028517378,0.004728352,0.641084322,0.801859105,0.64248873,0.678642605,0.001596103,0.001840406,1.89E-05,1.86E-05,,,0.000439853,0.00036525,0.139463002,0.111515442,0.000276857,0.004008089,0.040163448,0.062104877,0.415861664,0.404708716,0.008793005,0.005024074,0,0,0.00051167,0.000189672,,,0.003511249,0.002568344,0,0,0.390061493,0.315422172,0.108736487,0.037148774,0,0,1.07E-05,5.02E-05,0.317060677,0.273495773,0.006782084,0,0.008543839,0.005973024,0.00020619,0.000206393,0.006638121,0.005207644,0,0.00010214,0.000102645,0.000161977,,,0.033948746,0.044794989,0.092550597,0.03974241,0.008067494,0.005495821,0.006478448,0.004149069,0.00073814,0.000565908,0.000162514,4.16E-05,,,0.051428146,0.056091002,0.605427766,0.462103767,0.005713852,0.004195842,,,0.025939603,0.030187272,,0.001074445,0.002442242,0.001337066
80,2015,0.00359324,0.003743846,0.000434398,0.000294133,,,0.000328729,0.000358355,,,0.026415202,0.004257877,,,0.791066169,0.818218262,0.001681258,0.001829841,1.87E-05,1.83E-05,,,0.000397157,0.00033588,0.167339276,0.133589843,0.00030939,0.003653065,0.071308416,0.108071238,0.500652774,0.483500856,0.011800796,0.007270477,0,0,0.00044628,0.000175851,,,0.002686992,0.002902469,0,0,0.380924915,0.304414537,0.11229661,0.03979148,0,0,2.82E-06,2.12E-05,0.29122759,0.247685957,0.005714478,0,0.008024469,0.006286452,0.000190877,0.000191049,0.010477767,0.007652,0,8.33E-05,9.88E-05,0.00015647,,,0.03427385,0.044611576,0.092805407,0.039024113,0.008248433,0.005723453,0.006476155,0.004146419,0.00073782,0.000563495,0.00011773,3.35E-05,,,0.046813825,0.052539554,0.609423371,0.482733486,0.00612671,0.004491855,,,0.026087556,0.030022795,,0.00062578,0.002231555,0.001290899
0,2016,0,0,0.00266099,0.001899652,,,0.007589644,0.007694708,,,0.00047928,0.000526762,,,0.000521161,0.000297529,0.007016065,0.008373893,0.000272115,0.000284903,,,0,0,0,0,0,0,0,0,0.005624505,0.003602489,0,0,0.000581215,0.00052345,0,0,,,0.000471095,0.00012369,2.15E-07,1.55E-07,0.146240448,0.138262013,0.001570129,0.001804779,0.002942553,0.001488914,0.001655803,0.00168358,0,0,0,0,0.010342706,0.010640925,1.04E-05,1.05E-05,0.002563234,0.002189727,0,0,0.001539211,0.002473476,,,0.001134676,0.001293497,0.001807008,0.00166351,0,0,0.036184413,0.022486651,0.005271518,0.004112857,0,0,,,0.022717171,0.03042372,0.015253679,0.01291775,0.021396377,0.017112399,,,5.25E-07,4.48E-07,,0,0.017269488,0.01612217
5,2016,0,0,0.001875091,0.00136515,,,0.003063396,0.003162541,,,0.000508325,0.000535273,,,0.002709504,0.002566316,0.002939512,0.003443902,0.000207341,0.000216548,,,0,0,0,0,0,0,0,0,0.011262471,0.009598935,0,0,0.000515507,0.000464806,0,0,,,0,0,3.37E-07,2.43E-07,0.162704297,0.151727526,0.002723573,0.002452086,0.001443154,0.000815236,0.001202235,0.001259819,0,0,0,0,0.015275019,0.01428402,6.02E-05,6.04E-05,0.000851626,0.000814879,0,0,0.000692954,0.001088991,,,0.023808079,0.029213025,0.007545739,0.011934112,0,0,0.009751487,0.006615469,0.002936982,0.002387726,0,0,,,0.042933748,0.041598742,0.013281215,0.011672314,0.002152306,0.001649653,,,0.001492486,0.001605364,,0,0.003243879,0.002587775
10,2016,0.000878422,0.000893851,0.001683793,0.001231569,,,0.002855407,0.002935021,,,0.00125781,0.000784483,,,0.015745823,0.015722068,0.002218227,0.002731747,0.000182287,0.000189951,,,0,0,0,0,0,0,0,0,0.014425392,0.012811255,0,0,0.000497867,0.00044387,0,0,,,1.09E-05,8.27E-06,3.87E-07,2.75E-07,0.225399247,0.191821849,0.004181554,0.003256746,0.001087656,0.000627891,0.001094921,0.001145447,0,0,0,0,0.024722021,0.018408836,0.000132175,0.000128798,0.000306133,0.000311513,0,7.14E-05,0.00045674,0.00069037,,,0.04334895,0.060610108,0.013345734,0.025095982,7.79E-05,0.000101771,0.009309533,0.00626113,0.002638979,0.002152215,0,0,,,0.06019663,0.063527241,0.017819729,0.015421533,0.001492731,0.001169546,,,0.01223399,0.013801232,,0,0.00156743,0.000968329
15,2016,0.004281725,0.004384392,0.001489871,0.001111037,,,0.002294636,0.002400668,,,0.011154815,0.002888548,,,0.042976455,0.042580405,0.001986481,0.002564683,0.000156279,0.000163718,,,5.84E-06,2.21E-05,0.002827347,0.002429151,3.67E-06,4.47E-05,0,0,0.021148971,0.021271949,0,0,0.000458316,0.000412961,0,0,,,0.017314714,0.006352314,3.73E-07,2.70E-07,0.287617852,0.241330862,0.008169647,0.004623169,0.000927016,0.000634948,0.000954725,0.001013134,0.013729373,0.010672544,0,0,0.0223708,0.013365875,0.000160768,0.000156603,0.000297621,0.000291606,0,0.002949974,0.000331175,0.000491739,,,0.043786894,0.060002417,0.028017808,0.047243504,0.000444751,0.000473192,0.008518274,0.005807573,0.002346391,0.001942275,5.05E-07,1.30E-06,,,0.039991894,0.051787802,0.090044749,0.060797358,0.001726612,0.001330701,,,0.029659131,0.035372803,,0.000727652,0.001290282,0.000701775
20,2016,0.005885277,0.006105644,0.001349066,0.0010231,,,0.001491669,0.001547189,,,0.035457186,0.006620936,,,0.066712363,0.066712749,0.0018176,0.002416852,0.000130119,0.000135138,,,1.83E-05,8.14E-05,0.004710431,0.003879584,7.83E-06,0.00034006,0,0,0.02783835,0.031123182,2.79E-06,1.15E-06,0.000394796,0.00035728,4.32E-06,6.72E-06,,,0.023102848,0.013316572,3.72E-07,2.74E-07,0.304201964,0.252803438,0.015879861,0.006460824,0.000613842,0.000699424,0.000833037,0.000887921,0.022516337,0.016017905,1.12E-05,0,0.020553821,0.010224752,0.000174298,0.000170967,0.000346021,0.000320446,0,0.004967208,0.000258424,0.000381818,,,0.037818794,0.052988507,0.050991198,0.05846327,0.001305959,0.001104538,0.007959449,0.005417357,0.00211948,0.001773107,1.28E-06,4.32E-06,,,0.021187472,0.032999971,0.24090158,0.170974895,0.001968295,0.001508764,,,0.027389301,0.033486448,,0.005671761,0.00428037,0.00221096
25,2016,0.006367917,0.006662188,0.001243046,0.000951484,,,0.001299932,0.001349757,,,0.053453621,0.008343287,,,0.079671359,0.080064013,0.001734455,0.002303966,0.00010402,0.00010362,,,6.06E-05,0.000107384,0.006807123,0.005576431,3.00E-05,0.000830507,0,0,0.034838097,0.040954146,1.89E-05,7.85E-06,0.000272124,0.000229565,1.35E-05,9.59E-06,,,0.019471363,0.014012983,3.86E-07,2.84E-07,0.30936009,0.2450967,0.025147945,0.008464804,0.00040749,0.000379092,0.000742656,0.000803824,0.031457052,0.021792746,2.20E-05,0,0.019460232,0.009582557,0.000191424,0.000188853,0.000461336,0.000403112,0,0.004631381,0.00021511,0.000317308,,,0.034150039,0.048045759,0.065463698,0.059575975,0.002260228,0.001672759,0.007689429,0.005226313,0.001939122,0.001618983,6.03E-06,7.06E-06,,,0.01803364,0.032300742,0.315674022,0.227260726,0.002229868,0.001702893,,,0.026435319,0.030983268,,0.00920104,0.005135631,0.002566657
30,2016,0.006444412,0.006771184,0.001143256,0.000881223,,,0.001268936,0.001323945,,,0.062746595,0.009005214,0.219960912,0.213139376,0.092435822,0.092917025,0.001690229,0.002238734,8.30E-05,8.02E-05,,,0.000116908,0.000290631,0.008884424,0.007384858,4.16E-05,0.003359896,0,0,0.042168155,0.049990384,5.17E-05,2.17E-05,0.000154189,0.000112854,3.31E-05,2.95E-05,,,0.012967004,0.010852024,4.11E-07,3.05E-07,0.321711469,0.257628069,0.035948047,0.010836214,0.000278071,0.000228095,0.000641596,0.000716558,0.041723335,0.02922439,3.04E-05,0,0.018486123,0.008988476,0.000210835,0.00020895,0.000576323,0.000486277,0,0.00505934,0.000187331,0.000276078,,,0.032318115,0.045236758,0.075394937,0.061509047,0.003223459,0.002202558,0.00733999,0.004914646,0.00177064,0.001467798,1.51E-05,2.30E-05,,,0.020453022,0.039538311,0.370012912,0.266525768,0.002508366,0.001908092,,,0.025873376,0.030149984,,0.027077173,0.004834586,0.002479935
35,2016,0.00664222,0.007015575,0.00100184,0.000794707,,,0.001250183,0.001307864,,,0.066590816,0.009164096,0.25587393,0.291479886,0.103651147,0.1037,0.001682452,0.002166514,6.79E-05,6.34E-05,,,9.49E-05,0.000411863,0.010855739,0.009252907,3.68E-05,0.005716378,0,0,0.051713468,0.059992873,0.000103811,4.45E-05,9.90E-05,6.50E-05,3.32E-05,4.79E-05,,,0.00973748,0.008096099,4.41E-07,3.29E-07,0.354237266,0.28800651,0.047171993,0.01331163,0.000200253,0.000153494,0.000538737,0.000616388,0.055541743,0.040990806,2.89E-05,0,0.017575036,0.008410426,0.000228529,0.000227199,0.000690534,0.000569341,0,0.004121193,0.000167217,0.000247407,,,0.031358127,0.043964641,0.07909042,0.058816774,0.004021741,0.002613503,0.007043791,0.004705907,0.001553046,0.001315556,1.60E-05,3.73E-05,,,0.025487003,0.047038735,0.408406326,0.298643725,0.002803091,0.002122145,,,0.025446386,0.0300007,,0.033255807,0.004704091,0.002398134
40,2016,0.006972072,0.007408326,0.000845898,0.000703993,,,0.001237869,0.00129714,,,0.068184516,0.009199195,0.30387217,0.383628351,0.112435702,0.11293806,0.001612513,0.00211371,5.52E-05,4.99E-05,,,0.000156174,0.000478979,0.014168995,0.012039132,6.25E-05,0.00769917,0.000156313,0.000182349,0.068913864,0.074435322,0.000182819,8.00E-05,7.48E-05,4.67E-05,9.07E-05,0.000113551,,,0.008442282,0.006207317,4.89E-07,3.68E-07,0.373739985,0.305665648,0.058936896,0.016188453,0.000151342,0.00011387,0.00044217,0.000521142,0.073163093,0.057107763,0.000100028,0,0.016703743,0.007844191,0.000243074,0.000242142,0.000904738,0.000698963,0,0.002638526,0.000152516,0.000227157,,,0.030875243,0.043638891,0.082946918,0.055709925,0.004696882,0.003022012,0.006777768,0.00452676,0.001320438,0.001170256,3.95E-05,5.23E-05,,,0.031797261,0.054614742,0.440861019,0.32356642,0.003113671,0.002344109,,,0.02522364,0.029888942,,0.028111753,0.004509462,0.002239757
45,2016,0.007165616,0.007632935,0.000710584,0.000627215,,,0.001226871,0.001286954,,,0.06556688,0.009088195,0.361271077,0.48015602,0.126226579,0.127853724,0.00158129,0.002104995,4.51E-05,4.04E-05,,,0.00020981,0.000482899,0.023863447,0.018818524,8.11E-05,0.007048519,0.000990606,0.001163919,0.088267013,0.088731184,0.000315771,0.00014194,5.07E-05,3.00E-05,0.00016854,0.000143181,,,0.007711713,0.005853687,5.51E-07,4.14E-07,0.378280008,0.312854126,0.069682099,0.019151872,0.000107712,7.86E-05,0.000345104,0.000432923,0.094583967,0.076124384,0.000319784,0,0.01584309,0.007285623,0.000249836,0.0002493,0.001256847,0.000890848,0,0.001325937,0.000141832,0.000213594,,,0.031034486,0.044185194,0.087008166,0.050987296,0.005287475,0.003401443,0.006621386,0.004417478,0.001115359,0.001041606,7.04E-05,6.42E-05,,,0.03652699,0.059823254,0.472180912,0.348330068,0.003437656,0.002574158,,,0.025199036,0.029960697,,0.015302837,0.004169634,0.002056218
50,2016,0.007195994,0.007652936,0.000612442,0.000563003,,,0.001213187,0.001274038,,,0.060218637,0.008862028,0.423818137,0.570077911,0.151811891,0.155955199,0.001592969,0.002107367,3.69E-05,3.27E-05,,,0.000428764,0.000574059,0.039487189,0.030354965,0.00015001,0.007389478,0.002265943,0.002724997,0.109142347,0.104620221,0.000509003,0.000238235,2.66E-05,1.50E-05,0.000429753,0.000228158,,,0.007292465,0.006076441,6.41E-07,4.81E-07,0.379977395,0.322168805,0.08041252,0.022614385,6.37E-05,4.56E-05,0.000254834,0.000349709,0.121997297,0.099247957,0.0013371,0,0.014975899,0.006724141,0.000250719,0.000250478,0.001627633,0.001090959,0,0.00082062,0.000132937,0.00020244,,,0.031446991,0.044916453,0.088289198,0.04359132,0.006029102,0.003905739,0.006528939,0.004309946,0.000964222,0.000928466,0.000136334,8.88E-05,,,0.040214265,0.06316073,0.49609338,0.365121474,0.003774651,0.002812755,,,0.025217071,0.03015116,,0.011475044,0.003776439,0.001897662
55,2016,0.00707566,0.007493982,0.000552191,0.000512624,,,0.001176089,0.001239516,,,0.050022791,0.008275115,0.486023325,0.644519554,0.192851087,0.200811309,0.001558005,0.002028766,3.08E-05,2.79E-05,,,0.000526325,0.000507189,0.054657554,0.044065819,0.000208139,0.0064158,0.003843113,0.004807847,0.137080452,0.128745173,0.000804071,0.000402138,1.53E-05,8.24E-06,0.00067006,0.000242359,,,0.006882225,0.005182389,7.58E-07,5.68E-07,0.399042758,0.349231872,0.08868262,0.025642483,4.00E-05,2.84E-05,0.000175111,0.00027478,0.164969971,0.133146543,0.002769641,0,0.014091575,0.006158842,0.000248068,0.000247958,0.002016893,0.001298681,0,0.000268065,0.000125179,0.000192477,,,0.031885645,0.045251061,0.086489244,0.03901093,0.006646824,0.004337638,0.006487638,0.004234014,0.000869592,0.000839101,0.000214428,8.10E-05,,,0.04326591,0.064961916,0.524395497,0.389376428,0.004124512,0.003059949,,,0.02546403,0.030195196,,0.006297813,0.003343234,0.001725958
