age,sex,1951,1953,1955,1957,1959,1961,1963,1965,1967,1969,1971,1973,1975,1977,1979,1981,1983,1985,1987,1989,1991,1993,1995,1997,1999,2001,2003,2005,2007,2009,2011,2013,2015,2017,2019,2021,2023
89,Male,0.004,0.004,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.010,0.012,0.013,0.015,0.016,0.018,0.019,0.021,0.023,0.025,0.027,0.030,0.033,0.037,0.040,0.043,0.046,0.048,0.051,0.053,0.053,0.053,0.056,0.058,0.061,0.061,0.061,0.069
90,Male,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.007,0.008,0.010,0.010,0.011,0.013,0.014,0.015,0.017,0.019,0.020,0.022,0.024,0.027,0.030,0.033,0.035,0.037,0.039,0.041,0.042,0.042,0.043,0.045,0.047,0.049,0.046,0.051
91,Male,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.006,0.007,0.007,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.016,0.017,0.020,0.022,0.024,0.026,0.027,0.029,0.031,0.032,0.032,0.033,0.034,0.036,0.038,0.034,0.037
92,Male,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.010,0.011,0.012,0.014,0.016,0.017,0.019,0.020,0.021,0.023,0.024,0.024,0.025,0.026,0.027,0.029,0.026,0.027
93,Male,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.018,0.019,0.020,0.021,0.019,0.019
94,Male,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.009,0.010,0.011,0.011,0.012,0.013,0.013,0.013,0.014,0.015,0.014,0.013
95,Male,0.001,0.001,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.007,0.007,0.008,0.008,0.009,0.009,0.009,0.010,0.010,0.010,0.010
96,Male,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.007,0.007,0.006,0.007
97,Male,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.004,0.004
98,Male,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003
99,Male,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002
100,Male,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002
0,Female,6.158,6.359,6.585,6.845,7.139,7.466,7.825,8.207,8.729,9.369,10.096,10.856,11.667,12.498,13.296,14.097,14.809,15.489,15.843,16.353,16.959,17.392,16.174,15.400,15.617,15.808,15.773,16.112,16.261,16.020,15.406,15.199,14.880,14.724,14.592,14.405,14.205
1,Female,5.569,5.828,6.035,6.275,6.546,6.852,7.191,7.553,7.935,8.407,9.097,9.827,10.602,11.458,12.282,13.074,13.849,14.735,15.426,15.810,16.487,16.946,16.573,14.892,14.901,15.166,15.049,15.197,15.459,15.559,14.975,14.756,14.610,14.329,14.340,14.219,14.137
2,Female,5.019,5.505,5.706,5.930,6.185,6.475,6.798,7.161,7.483,7.781,8.399,9.106,9.853,10.701,11.572,12.366,13.164,14.017,15.121,15.578,16.075,16.618,16.603,15.523,14.521,14.786,14.829,14.651,15.036,15.142,14.921,14.484,14.522,14.272,14.092,14.120,14.064
3,Female,4.622,5.212,5.470,5.680,5.920,6.191,6.499,6.846,7.192,7.419,7.889,8.571,9.296,10.088,10.984,11.804,12.594,13.429,14.605,15.356,15.720,16.350,16.454,16.248,14.559,14.567,14.758,14.482,14.613,14.829,14.924,14.367,14.335,14.286,13.935,14.051,14.005
4,Female,4.409,4.807,5.281,5.483,5.708,5.963,6.253,6.581,6.934,7.192,7.494,8.109,8.815,9.566,10.416,11.283,12.075,12.921,13.933,15.096,15.533,15.995,16.241,16.375,15.281,14.431,14.614,14.580,14.285,14.590,14.717,14.443,14.074,14.251,13.961,13.874,13.964
5,Female,4.188,4.487,5.066,5.322,5.532,5.771,6.042,6.354,6.694,6.999,7.230,7.700,8.380,9.104,9.882,10.773,11.589,12.417,13.375,14.602,15.334,15.669,16.050,16.284,15.938,14.544,14.495,14.662,14.236,14.271,14.474,14.536,13.947,14.045,14.005,13.743,13.924
6,Female,3.988,4.315,4.708,5.177,5.378,5.603,5.857,6.150,6.474,6.799,7.058,7.362,7.977,8.678,9.409,10.254,11.116,11.939,12.884,13.940,15.085,15.498,15.749,16.108,16.063,15.154,14.454,14.579,14.448,14.008,14.264,14.406,14.055,13.743,13.991,13.787,13.768
7,Female,3.813,4.118,4.414,4.987,5.242,5.451,5.690,5.963,6.272,6.593,6.898,7.131,7.602,8.279,8.982,9.756,10.644,11.481,12.391,13.385,14.596,15.306,15.463,15.944,15.974,15.675,14.591,14.500,14.595,13.972,13.999,14.185,14.201,13.600,13.804,13.843,13.652
8,Female,3.663,3.932,4.257,4.647,5.112,5.313,5.537,5.793,6.084,6.394,6.719,6.979,7.284,7.899,8.587,9.314,10.156,11.033,11.916,12.894,13.936,15.061,15.322,15.663,15.806,15.757,15.062,14.518,14.523,14.165,13.768,13.976,14.126,13.729,13.515,13.839,13.705
9,Female,3.537,3.768,4.071,4.365,4.934,5.187,5.396,5.637,5.908,6.205,6.526,6.831,7.065,7.540,8.216,8.918,9.690,10.582,11.461,12.399,13.382,14.575,15.153,15.394,15.652,15.643,15.430,14.660,14.450,14.282,13.717,13.750,13.913,13.907,13.376,13.655,13.769
10,Female,3.428,3.625,3.891,4.215,4.603,5.064,5.265,5.490,5.742,6.019,6.329,6.653,6.914,7.231,7.862,8.550,9.277,10.117,11.012,11.925,12.891,13.918,14.925,15.271,15.384,15.465,15.457,14.981,14.494,14.151,13.874,13.543,13.700,13.868,13.495,13.363,13.768
11,Female,3.336,3.504,3.731,4.033,4.326,4.890,5.143,5.352,5.587,5.837,6.133,6.452,6.757,7.010,7.522,8.200,8.902,9.667,10.562,11.470,12.399,13.365,14.446,15.109,15.140,15.303,15.313,15.191,14.627,13.995,13.948,13.476,13.509,13.643,13.656,13.214,13.585
12,Female,3.266,3.395,3.591,3.857,4.177,4.563,5.021,5.224,5.441,5.666,5.942,6.249,6.572,6.854,7.225,7.859,8.547,9.265,10.097,11.027,11.928,12.875,13.778,14.881,15.007,15.043,15.122,15.161,14.805,13.993,13.748,13.592,13.326,13.429,13.594,13.321,13.288
13,Female,3.198,3.303,3.470,3.697,3.996,4.287,4.847,5.101,5.305,5.511,5.759,6.053,6.370,6.698,7.012,7.528,8.206,8.897,9.649,10.589,11.483,12.384,13.191,14.399,14.841,14.801,14.949,14.981,14.887,14.115,13.494,13.621,13.237,13.258,13.347,13.466,13.125
14,Female,3.111,3.232,3.360,3.555,3.818,4.135,4.519,4.976,5.176,5.368,5.591,5.865,6.170,6.515,6.860,7.236,7.871,8.547,9.249,10.148,11.056,11.919,12.635,13.726,14.609,14.648,14.689,14.771,14.798,14.249,13.435,13.347,13.310,13.076,13.102,13.386,13.211
15,Female,3.016,3.161,3.265,3.430,3.654,3.949,4.237,4.799,5.051,5.235,5.440,5.687,5.979,6.317,6.705,7.026,7.543,8.208,8.884,9.732,10.642,11.481,12.049,13.125,14.138,14.468,14.443,14.577,14.582,14.285,13.545,12.990,13.290,12.955,12.897,13.116,13.325
16,Female,2.933,3.071,3.190,3.316,3.507,3.764,4.078,4.464,4.923,5.112,5.303,5.526,5.798,6.121,6.524,6.874,7.253,7.874,8.539,9.374,10.228,11.064,11.460,12.554,13.491,14.228,14.263,14.311,14.354,14.163,13.648,12.869,12.939,12.984,12.680,12.849,13.208
17,Female,2.862,2.971,3.114,3.215,3.375,3.593,3.883,4.175,4.743,4.995,5.179,5.383,5.630,5.936,6.323,6.717,7.039,7.544,8.205,9.056,9.846,10.663,10.883,11.949,12.894,13.777,14.064,14.054,14.137,13.945,13.634,12.964,12.476,12.916,12.528,12.623,12.898
18,Female,2.786,2.883,3.019,3.134,3.255,3.438,3.690,4.009,4.407,4.876,5.065,5.256,5.479,5.760,6.121,6.528,6.879,7.250,7.877,8.758,9.522,10.263,10.324,11.340,12.319,13.161,13.811,13.841,13.877,13.723,13.480,13.033,12.292,12.496,12.532,12.390,12.592
19,Female,2.705,2.809,2.914,3.052,3.148,3.299,3.510,3.806,4.116,4.703,4.956,5.139,5.346,5.597,5.925,6.316,6.711,7.029,7.554,8.469,9.236,9.895,9.789,10.741,11.709,12.567,13.376,13.618,13.594,13.524,13.264,12.969,12.371,11.949,12.446,12.225,12.330
20,Female,2.624,2.728,2.822,2.952,3.061,3.171,3.348,3.607,3.947,4.375,4.842,5.032,5.225,5.449,5.739,6.102,6.510,6.860,7.265,8.179,8.964,9.583,9.274,10.161,11.092,11.986,12.786,13.344,13.347,13.273,13.047,12.781,12.405,11.729,12.016,12.220,12.067
21,Female,2.547,2.644,2.743,2.843,2.974,3.059,3.202,3.423,3.743,4.090,4.674,4.927,5.113,5.315,5.563,5.893,6.285,6.683,7.049,7.885,8.696,9.307,8.816,9.607,10.479,11.376,12.191,12.922,13.109,12.955,12.872,12.567,12.292,11.794,11.466,12.131,11.879
22,Female,2.472,2.560,2.660,2.748,2.870,2.967,3.071,3.257,3.541,3.921,4.348,4.815,5.007,5.193,5.401,5.692,6.056,6.472,6.883,7.617,8.420,9.043,8.441,9.079,9.872,10.761,11.605,12.356,12.798,12.719,12.624,12.357,12.073,11.801,11.243,11.700,11.859
23,Female,2.400,2.481,2.574,2.666,2.760,2.878,2.956,3.109,3.355,3.717,4.063,4.645,4.900,5.077,5.255,5.502,5.832,6.236,6.709,7.412,8.133,8.777,8.129,8.610,9.299,10.133,10.994,11.758,12.398,12.451,12.276,12.208,11.866,11.652,11.304,11.148,11.759
24,Female,2.329,2.406,2.489,2.582,2.663,2.774,2.863,2.976,3.187,3.511,3.890,4.316,4.783,4.964,5.121,5.327,5.617,5.997,6.500,7.248,7.867,8.502,7.851,8.227,8.766,9.499,10.374,11.162,11.848,12.096,12.056,11.965,11.665,11.417,11.311,10.925,11.326
25,Female,2.261,2.333,2.410,2.496,2.581,2.664,2.774,2.861,3.038,3.319,3.679,4.025,4.604,4.850,4.993,5.170,5.415,5.765,6.264,7.069,7.656,8.214,7.593,7.908,8.300,8.910,9.731,10.544,11.260,11.722,11.748,11.585,11.544,11.221,11.168,10.988,10.777
26,Female,2.195,2.263,2.335,2.412,2.498,2.568,2.671,2.769,2.903,3.143,3.466,3.842,4.266,4.722,4.871,5.025,5.230,5.542,6.026,6.849,7.484,7.942,7.341,7.624,7.917,8.378,9.068,9.918,10.646,11.210,11.356,11.382,11.308,11.026,10.942,11.000,10.560
27,Female,2.131,2.196,2.263,2.334,2.414,2.488,2.564,2.682,2.787,2.984,3.263,3.620,3.963,4.534,4.751,4.890,5.064,5.335,5.792,6.599,7.295,7.725,7.089,7.361,7.596,7.920,8.461,9.258,10.022,10.645,11.003,11.036,10.901,10.938,10.753,10.862,10.630
28,Female,2.069,2.131,2.195,2.262,2.332,2.408,2.471,2.583,2.695,2.840,3.078,3.397,3.770,4.187,4.618,4.762,4.915,5.146,5.568,6.343,7.062,7.547,6.863,7.108,7.328,7.540,7.930,8.566,9.409,10.002,10.540,10.610,10.720,10.696,10.563,10.639,10.651
29,Female,2.010,2.069,2.129,2.192,2.257,2.327,2.394,2.479,2.608,2.716,2.910,3.185,3.539,3.879,4.427,4.640,4.777,4.977,5.358,6.089,6.797,7.349,6.697,6.859,7.107,7.227,7.482,7.944,8.734,9.415,10.000,10.286,10.344,10.281,10.484,10.454,10.523
30,Female,1.952,2.009,2.067,2.126,2.187,2.249,2.318,2.389,2.510,2.617,2.760,2.994,3.309,3.680,4.084,4.507,4.650,4.828,5.166,5.845,6.525,7.108,6.572,6.638,6.894,6.996,7.109,7.419,8.032,8.846,9.335,9.879,9.891,10.131,10.253,10.270,10.314
31,Female,1.895,1.952,2.007,2.063,2.120,2.177,2.240,2.316,2.406,2.527,2.632,2.823,3.093,3.447,3.779,4.320,4.529,4.691,4.994,5.615,6.256,6.835,6.431,6.477,6.667,6.834,6.805,6.985,7.417,8.193,8.798,9.370,9.602,9.717,9.854,10.196,10.142
32,Female,1.839,1.895,1.949,2.002,2.057,2.110,2.166,2.242,2.319,2.427,2.532,2.671,2.902,3.217,3.585,3.983,4.402,4.566,4.841,5.402,5.997,6.555,6.246,6.357,6.442,6.674,6.613,6.620,6.908,7.547,8.280,8.688,9.257,9.279,9.723,9.978,9.971
33,Female,1.784,1.840,1.894,1.944,1.996,2.047,2.098,2.168,2.248,2.325,2.443,2.546,2.733,3.006,3.359,3.686,4.222,4.450,4.700,5.210,5.752,6.279,6.028,6.221,6.256,6.468,6.513,6.328,6.501,6.990,7.656,8.204,8.782,9.018,9.340,9.595,9.910
34,Female,1.728,1.786,1.840,1.889,1.938,1.986,2.034,2.096,2.177,2.240,2.346,2.449,2.585,2.818,3.137,3.499,3.894,4.327,4.572,5.037,5.525,6.012,5.802,6.042,6.113,6.227,6.404,6.176,6.142,6.535,7.079,7.739,8.085,8.740,8.933,9.479,9.706
35,Female,1.673,1.732,1.786,1.836,1.882,1.928,1.975,2.032,2.105,2.174,2.249,2.363,2.465,2.655,2.933,3.281,3.605,4.152,4.451,4.877,5.319,5.760,5.577,5.831,5.969,6.001,6.218,6.136,5.867,6.166,6.582,7.146,7.654,8.278,8.698,9.112,9.338
36,Female,1.621,1.679,1.733,1.784,1.829,1.873,1.918,1.971,2.037,2.107,2.170,2.273,2.373,2.513,2.752,3.066,3.425,3.830,4.324,4.730,5.132,5.526,5.357,5.611,5.791,5.825,5.962,6.079,5.741,5.814,6.186,6.634,7.240,7.582,8.442,8.718,9.232
37,Female,1.569,1.625,1.682,1.731,1.778,1.820,1.862,1.913,1.975,2.041,2.108,2.183,2.294,2.399,2.593,2.867,3.212,3.546,4.146,4.592,4.960,5.314,5.150,5.393,5.584,5.670,5.698,5.916,5.753,5.534,5.853,6.197,6.677,7.210,8.006,8.495,8.878
38,Female,1.515,1.574,1.630,1.681,1.728,1.769,1.809,1.858,1.916,1.978,2.047,2.108,2.211,2.312,2.455,2.690,3.000,3.368,3.822,4.450,4.800,5.121,4.959,5.180,5.380,5.492,5.490,5.648,5.756,5.383,5.517,5.864,6.233,6.832,7.341,8.250,8.495
39,Female,1.462,1.524,1.577,1.631,1.678,1.720,1.759,1.804,1.861,1.919,1.986,2.052,2.125,2.236,2.342,2.534,2.805,3.157,3.536,4.257,4.651,4.943,4.786,4.980,5.180,5.292,5.329,5.350,5.632,5.435,5.228,5.572,5.859,6.307,6.998,7.832,8.281
40,Female,1.411,1.471,1.528,1.580,1.629,1.672,1.710,1.754,1.808,1.865,1.927,1.995,2.055,2.157,2.256,2.397,2.629,2.947,3.357,3.921,4.498,4.777,4.630,4.794,4.981,5.107,5.153,5.116,5.332,5.537,5.050,5.251,5.589,5.924,6.650,7.190,8.047
41,Female,1.359,1.420,1.478,1.530,1.581,1.624,1.663,1.705,1.756,1.812,1.870,1.935,2.001,2.073,2.180,2.284,2.474,2.752,3.146,3.624,4.296,4.623,4.485,4.624,4.785,4.927,4.964,4.951,5.002,5.418,5.145,4.956,5.336,5.594,6.148,6.858,7.641
42,Female,1.309,1.370,1.428,1.482,1.531,1.578,1.616,1.658,1.706,1.761,1.816,1.878,1.945,2.004,2.099,2.196,2.335,2.577,2.935,3.435,3.955,4.466,4.349,4.470,4.588,4.745,4.800,4.780,4.761,5.040,5.354,4.751,5.029,5.379,5.779,6.517,7.010
43,Female,1.260,1.320,1.378,1.433,1.483,1.531,1.571,1.613,1.659,1.709,1.765,1.822,1.887,1.950,2.012,2.118,2.218,2.419,2.739,3.213,3.652,4.260,4.223,4.329,4.404,4.551,4.644,4.604,4.608,4.726,5.230,4.892,4.727,5.146,5.461,6.023,6.685
44,Female,1.217,1.270,1.329,1.385,1.437,1.482,1.527,1.568,1.613,1.660,1.714,1.769,1.830,1.894,1.939,2.031,2.126,2.278,2.564,2.995,3.456,3.918,4.092,4.196,4.240,4.339,4.481,4.465,4.442,4.548,4.776,5.208,4.495,4.858,5.258,5.663,6.351
45,Female,1.176,1.222,1.281,1.336,1.390,1.437,1.481,1.524,1.568,1.612,1.663,1.717,1.774,1.834,1.882,1.941,2.043,2.159,2.406,2.791,3.229,3.616,3.911,4.070,4.091,4.137,4.291,4.333,4.278,4.422,4.484,5.077,4.681,4.542,5.037,5.353,5.869
46,Female,1.134,1.181,1.231,1.289,1.342,1.392,1.435,1.481,1.524,1.566,1.614,1.668,1.721,1.777,1.821,1.864,1.953,2.064,2.265,2.609,3.006,3.417,3.595,3.941,3.951,3.961,4.063,4.189,4.146,4.252,4.371,4.542,5.104,4.298,4.760,5.154,5.514
47,Female,1.094,1.141,1.186,1.242,1.295,1.346,1.391,1.437,1.482,1.524,1.567,1.618,1.671,1.721,1.759,1.804,1.860,1.979,2.146,2.445,2.799,3.189,3.316,3.762,3.821,3.802,3.842,4.001,4.042,4.062,4.269,4.270,4.963,4.532,4.457,4.939,5.210
48,Female,1.054,1.099,1.145,1.193,1.250,1.299,1.346,1.391,1.440,1.482,1.523,1.570,1.624,1.669,1.699,1.740,1.781,1.887,2.050,2.297,2.612,2.965,3.137,3.453,3.693,3.655,3.653,3.759,3.920,3.921,4.094,4.221,4.345,5.034,4.224,4.668,5.015
49,Female,1.008,1.061,1.105,1.149,1.202,1.253,1.301,1.348,1.395,1.441,1.482,1.525,1.575,1.620,1.641,1.676,1.717,1.792,1.963,2.171,2.443,2.757,2.927,3.181,3.528,3.522,3.486,3.520,3.731,3.868,3.873,4.142,4.089,4.848,4.447,4.367,4.803
50,Female,0.958,1.021,1.064,1.108,1.154,1.208,1.255,1.303,1.350,1.399,1.440,1.481,1.528,1.573,1.587,1.614,1.652,1.712,1.870,2.069,2.292,2.569,2.720,3.005,3.263,3.397,3.332,3.321,3.477,3.768,3.724,3.963,4.102,4.186,4.930,4.133,4.535
51,Female,0.910,0.974,1.026,1.067,1.110,1.160,1.209,1.258,1.306,1.354,1.398,1.439,1.482,1.523,1.538,1.555,1.587,1.646,1.774,1.977,2.162,2.400,2.528,2.799,3.051,3.254,3.196,3.146,3.228,3.576,3.726,3.709,4.047,3.959,4.753,4.350,4.238
52,Female,0.867,0.924,0.985,1.026,1.068,1.113,1.164,1.212,1.261,1.307,1.355,1.397,1.437,1.476,1.491,1.502,1.526,1.582,1.691,1.879,2.057,2.247,2.356,2.598,2.913,3.056,3.077,2.986,3.016,3.337,3.644,3.552,3.863,4.018,4.113,4.816,4.008
53,Female,0.829,0.876,0.938,0.989,1.027,1.069,1.117,1.167,1.216,1.263,1.309,1.354,1.394,1.430,1.443,1.454,1.470,1.518,1.625,1.779,1.961,2.117,2.200,2.413,2.742,2.919,2.957,2.848,2.846,3.090,3.451,3.611,3.574,3.968,3.891,4.638,4.216
54,Female,0.800,0.834,0.888,0.948,0.987,1.027,1.070,1.122,1.170,1.218,1.264,1.310,1.351,1.384,1.399,1.411,1.420,1.458,1.559,1.692,1.860,2.010,2.058,2.246,2.559,2.831,2.830,2.736,2.682,2.891,3.232,3.547,3.410,3.784,3.945,4.013,4.665
55,Female,0.777,0.797,0.841,0.901,0.950,0.986,1.027,1.073,1.125,1.172,1.219,1.265,1.308,1.343,1.356,1.367,1.376,1.404,1.494,1.622,1.757,1.913,1.939,2.096,2.375,2.702,2.768,2.642,2.549,2.748,2.984,3.353,3.522,3.461,3.895,3.796,4.490
56,Female,0.751,0.768,0.800,0.851,0.909,0.947,0.984,1.027,1.080,1.126,1.173,1.219,1.265,1.300,1.316,1.328,1.339,1.358,1.431,1.552,1.668,1.811,1.841,1.961,2.208,2.533,2.731,2.585,2.434,2.593,2.803,3.150,3.476,3.312,3.719,3.844,3.879
57,Female,0.726,0.744,0.764,0.804,0.862,0.910,0.944,0.984,1.031,1.080,1.127,1.173,1.218,1.258,1.279,1.291,1.301,1.318,1.375,1.482,1.595,1.707,1.752,1.845,2.065,2.348,2.644,2.600,2.363,2.456,2.685,2.900,3.278,3.462,3.410,3.793,3.663
58,Female,0.700,0.717,0.734,0.764,0.812,0.868,0.905,0.942,0.985,1.036,1.081,1.128,1.172,1.215,1.241,1.255,1.266,1.283,1.327,1.416,1.522,1.616,1.657,1.751,1.948,2.176,2.492,2.616,2.379,2.317,2.543,2.733,3.090,3.414,3.262,3.617,3.704
59,Female,0.673,0.691,0.708,0.728,0.766,0.821,0.867,0.900,0.942,0.988,1.036,1.082,1.128,1.171,1.202,1.222,1.233,1.247,1.284,1.357,1.450,1.542,1.559,1.665,1.847,2.043,2.304,2.571,2.445,2.270,2.395,2.640,2.835,3.219,3.400,3.314,3.649
60,Female,0.643,0.664,0.681,0.697,0.726,0.770,0.824,0.860,0.900,0.943,0.993,1.039,1.084,1.126,1.163,1.189,1.202,1.215,1.245,1.304,1.381,1.466,1.475,1.572,1.752,1.949,2.129,2.435,2.500,2.300,2.232,2.510,2.681,3.041,3.351,3.166,3.472
61,Female,0.616,0.635,0.653,0.669,0.688,0.723,0.776,0.821,0.858,0.903,0.948,0.996,1.041,1.085,1.121,1.153,1.173,1.184,1.206,1.258,1.318,1.392,1.404,1.478,1.657,1.859,2.006,2.246,2.486,2.335,2.210,2.351,2.612,2.776,3.156,3.289,3.173
62,Female,0.589,0.604,0.624,0.641,0.656,0.683,0.724,0.778,0.816,0.862,0.904,0.955,0.998,1.042,1.081,1.118,1.144,1.154,1.170,1.215,1.262,1.321,1.332,1.394,1.552,1.757,1.935,2.068,2.365,2.375,2.241,2.161,2.491,2.646,2.982,3.232,3.022
63,Female,0.559,0.576,0.593,0.611,0.627,0.645,0.678,0.728,0.776,0.820,0.865,0.909,0.956,1.001,1.041,1.080,1.111,1.126,1.135,1.171,1.212,1.255,1.261,1.323,1.448,1.647,1.855,1.954,2.170,2.366,2.238,2.164,2.319,2.580,2.720,3.036,3.130
64,Female,0.528,0.547,0.562,0.581,0.597,0.612,0.637,0.677,0.731,0.779,0.823,0.865,0.915,0.957,1.001,1.039,1.077,1.096,1.101,1.130,1.165,1.197,1.193,1.251,1.358,1.524,1.747,1.908,1.978,2.242,2.259,2.194,2.101,2.469,2.582,2.856,3.063
65,Female,0.495,0.516,0.532,0.549,0.566,0.581,0.599,0.630,0.681,0.737,0.781,0.823,0.868,0.914,0.960,1.000,1.039,1.062,1.069,1.091,1.117,1.143,1.129,1.179,1.280,1.407,1.623,1.838,1.884,2.007,2.252,2.153,2.126,2.271,2.502,2.595,2.866
66,Female,0.463,0.485,0.503,0.518,0.535,0.550,0.565,0.589,0.627,0.686,0.731,0.775,0.816,0.863,0.907,0.950,0.988,1.025,1.033,1.046,1.067,1.094,1.090,1.094,1.170,1.263,1.418,1.633,1.780,1.790,2.068,2.101,2.082,1.996,2.342,2.431,2.691
67,Female,0.430,0.453,0.472,0.487,0.503,0.519,0.534,0.551,0.581,0.630,0.684,0.725,0.766,0.809,0.854,0.899,0.938,0.975,0.999,1.004,1.022,1.039,1.055,1.032,1.067,1.147,1.251,1.433,1.623,1.674,1.799,2.037,1.966,1.959,2.109,2.316,2.429
68,Female,0.396,0.420,0.440,0.457,0.471,0.487,0.502,0.516,0.540,0.576,0.631,0.675,0.715,0.755,0.802,0.845,0.886,0.922,0.958,0.966,0.974,0.987,1.004,0.992,0.986,1.044,1.120,1.248,1.437,1.576,1.599,1.865,1.911,1.912,1.846,2.160,2.265
69,Female,0.364,0.386,0.407,0.425,0.439,0.454,0.469,0.484,0.500,0.529,0.575,0.625,0.664,0.704,0.746,0.790,0.832,0.869,0.905,0.927,0.930,0.940,0.949,0.955,0.926,0.949,1.012,1.097,1.256,1.433,1.490,1.616,1.846,1.798,1.805,1.935,2.150
70,Female,0.331,0.352,0.373,0.392,0.408,0.420,0.437,0.450,0.464,0.487,0.522,0.572,0.612,0.652,0.690,0.736,0.776,0.814,0.850,0.883,0.887,0.890,0.896,0.905,0.885,0.872,0.918,0.978,1.090,1.264,1.398,1.431,1.683,1.741,1.754,1.687,1.994
71,Female,0.299,0.319,0.339,0.358,0.375,0.388,0.402,0.416,0.431,0.447,0.474,0.516,0.562,0.599,0.637,0.678,0.719,0.758,0.794,0.827,0.845,0.843,0.847,0.849,0.848,0.815,0.829,0.880,0.954,1.100,1.266,1.328,1.453,1.674,1.642,1.641,1.779
72,Female,0.268,0.287,0.305,0.324,0.342,0.356,0.368,0.383,0.396,0.410,0.432,0.463,0.510,0.547,0.585,0.622,0.663,0.700,0.737,0.770,0.798,0.798,0.797,0.797,0.798,0.775,0.758,0.795,0.847,0.951,1.111,1.239,1.280,1.518,1.581,1.585,1.541
73,Female,0.237,0.256,0.273,0.291,0.308,0.323,0.336,0.349,0.362,0.376,0.392,0.416,0.455,0.497,0.532,0.568,0.605,0.642,0.680,0.713,0.741,0.754,0.749,0.748,0.744,0.738,0.706,0.715,0.759,0.829,0.963,1.117,1.180,1.303,1.511,1.474,1.490
74,Female,0.206,0.225,0.242,0.258,0.275,0.290,0.304,0.315,0.329,0.342,0.355,0.375,0.403,0.445,0.480,0.515,0.548,0.586,0.621,0.655,0.682,0.706,0.703,0.697,0.693,0.690,0.667,0.651,0.682,0.732,0.828,0.975,1.096,1.141,1.363,1.411,1.429
75,Female,0.177,0.196,0.212,0.227,0.243,0.258,0.272,0.283,0.295,0.308,0.321,0.335,0.357,0.391,0.430,0.463,0.495,0.528,0.563,0.597,0.625,0.648,0.658,0.650,0.646,0.639,0.631,0.602,0.611,0.653,0.718,0.841,0.982,1.046,1.162,1.339,1.320
76,Female,0.148,0.168,0.184,0.198,0.212,0.227,0.240,0.252,0.262,0.275,0.287,0.299,0.316,0.342,0.380,0.412,0.443,0.472,0.507,0.539,0.568,0.590,0.609,0.605,0.598,0.592,0.587,0.567,0.553,0.583,0.631,0.718,0.852,0.965,1.010,1.199,1.254
77,Female,0.122,0.141,0.157,0.171,0.184,0.197,0.210,0.222,0.232,0.243,0.255,0.266,0.279,0.298,0.330,0.364,0.392,0.421,0.451,0.481,0.511,0.535,0.554,0.561,0.552,0.547,0.541,0.534,0.510,0.520,0.559,0.619,0.729,0.858,0.919,1.014,1.181
